"Date","Followers","Follower_Change","Num_Tweets"
2016-05-10,8062245,17883,20
2016-05-09,8044362,17456,7
2016-05-08,8026906,19608,5
2016-05-07,8007298,29359,17
2016-05-06,7977939,42536,7
2016-05-05,7935403,26824,6
2016-05-04,7908579,25907,11
2016-05-03,7882672,15145,14
2016-05-02,7867527,15194,8
2016-05-01,7852333,14769,5
2016-04-30,7837564,14922,6
2016-04-29,7822642,16633,14
2016-04-28,7806009,19363,15
2016-04-27,7786646,19441,17
2016-04-26,7767205,18390,10
2016-04-25,7748815,14036,7
2016-04-24,7734779,12714,11
2016-04-23,7722065,14340,6
2016-04-22,7707725,15744,3
2016-04-21,7691981,15988,7
2016-04-20,7675993,16015,20
2016-04-19,7659978,13594,7
2016-04-18,7646384,16407,7
2016-04-17,7629977,13058,13
2016-04-16,7616919,13390,6
2016-04-15,7603529,14938,2
2016-04-14,7588591,15893,8
2016-04-13,7572698,16419,5
2016-04-12,7556279,15043,13
2016-04-11,7541236,15182,7
2016-04-10,7526054,14951,14
2016-04-09,7511103,14526,17
2016-04-08,7496577,16641,6
2016-04-07,7479936,17115,4
2016-04-06,7462821,18449,7
2016-04-05,7444372,16718,11
2016-04-04,7427654,16841,14
2016-04-03,7410813,15873,8
2016-04-02,7394940,16991,10
2016-04-01,7377949,19707,8
2016-03-31,7358242,22943,7
2016-03-30,7335299,26090,14
2016-03-29,7309209,23737,11
2016-03-28,7285472,25336,10
2016-03-27,7260136,22980,9
2016-03-26,7237156,33528,5
2016-03-25,7203628,35317,21
2016-03-24,7168311,30821,14
2016-03-23,7137490,44629,16
2016-03-22,7092861,27116,0
2016-03-21,7065745,26625,10
2016-03-20,7039120,24957,21
2016-03-19,7014163,23601,26
2016-03-18,6990562,20962,14
2016-03-17,6969600,25633,17
2016-03-16,6943967,32754,30
2016-03-15,6911213,25141,13
2016-03-14,6886072,31139,11
2016-03-13,6854933,34030,18
2016-03-12,6820903,23831,13
2016-03-11,6797072,19313,3
2016-03-10,6777759,20906,6
2016-03-09,6756853,21612,22
2016-03-08,6735241,19870,18
2016-03-07,6715371,22176,14
2016-03-06,6693195,22292,21
2016-03-05,6670903,28841,11
2016-03-04,6642062,59363,17
2016-03-03,6582699,35617,23
2016-03-02,6547082,40203,16
2016-03-01,6506879,30029,13
2016-02-29,6476850,33798,27
2016-02-28,6443052,29396,16
2016-02-27,6413656,32116,29
2016-02-26,6381540,28755,14
2016-02-25,6352785,22398,28
2016-02-24,6330387,17535,22
2016-02-23,6312852,19880,31
2016-02-22,6292972,20062,9
2016-02-21,6272910,18869,21
2016-02-20,6254041,13287,16
2016-02-19,6240754,15977,16
2016-02-18,6224777,17145,15
2016-02-17,6207632,17279,14
2016-02-16,6190353,13170,11
2016-02-15,6177183,12102,14
2016-02-14,6165081,14125,27
2016-02-13,6150956,13625,18
2016-02-12,6137331,13876,14
2016-02-11,6123455,16772,9
2016-02-10,6106683,18266,16
2016-02-09,6088417,12481,13
2016-02-08,6075936,14860,25
2016-02-07,6061076,14096,11
2016-02-06,6046980,10733,20
2016-02-05,6036247,15583,9
2016-02-04,6020664,28189,16
2016-02-03,5992475,26429,12
2016-02-02,5966046,19678,7
2016-02-01,5946368,11419,19
2016-01-31,5934949,10916,4
2016-01-30,5924033,17931,24
2016-01-29,5906102,35685,33
2016-01-28,5870417,28746,13
2016-01-27,5841671,19326,24
2016-01-26,5822345,10633,27
2016-01-25,5811712,10576,20
2016-01-24,5801136,12296,21
2016-01-23,5788840,12735,30
2016-01-22,5776105,11314,20
2016-01-21,5764791,12234,13
2016-01-20,5752557,12929,16
2016-01-19,5739628,12428,10
2016-01-18,5727200,15220,6
2016-01-17,5711980,14224,17
2016-01-16,5697756,12067,11
2016-01-15,5685689,14167,9
2016-01-14,5671522,15138,14
2016-01-13,5656384,20027,10
2016-01-12,5636357,10382,18
2016-01-11,5625975,10884,11
2016-01-10,5615091,11031,12
2016-01-09,5604060,12505,9
2016-01-08,5591555,19818,20
2016-01-07,5571737,13809,7
2016-01-06,5557928,11900,15
2016-01-05,5546028,11497,14
2016-01-04,5534531,12797,11
2016-01-03,5521734,11363,17
2016-01-02,5510371,9153,12
2016-01-01,5501218,7793,23
2015-12-31,5493425,9874,19
2015-12-30,5483551,13705,11
2015-12-29,5469846,13195,19
2015-12-28,5456651,10499,18
2015-12-27,5446152,10790,8
2015-12-26,5435362,10828,13
2015-12-25,5424534,13201,16
2015-12-24,5411333,13877,13
2015-12-23,5397456,12255,29
2015-12-22,5385201,17538,16
2015-12-21,5367663,13872,15
2015-12-20,5353791,14412,16
2015-12-19,5339379,10911,14
2015-12-18,5328468,11542,7
2015-12-17,5316926,15619,18
2015-12-16,5301307,18314,33
2015-12-15,5282993,12653,20
2015-12-14,5270340,13497,33
2015-12-13,5256843,18196,23
2015-12-12,5238647,19182,20
2015-12-11,5219465,26684,20
2015-12-10,5192781,30579,29
2015-12-09,5162202,32027,15
2015-12-08,5130175,19588,31
2015-12-07,5110587,19912,40
2015-12-06,5090675,7838,9
2015-12-05,5082837,8853,25
2015-12-04,5073984,10550,37
2015-12-03,5063434,12086,20
2015-12-02,5051348,9284,20
2015-12-01,5042064,8284,13
2015-11-30,5033780,5908,17
2015-11-29,5027872,6390,18
2015-11-28,5021482,6523,8
2015-11-27,5014959,9620,8
2015-11-26,5005339,7412,21
2015-11-25,4997927,10163,16
2015-11-24,4987764,12441,18
2015-11-23,4975323,11228,19
2015-11-22,4964095,8509,30
2015-11-21,4955586,12648,43
2015-11-20,4942938,16388,29
2015-11-19,4926550,10675,8
2015-11-18,4915875,18556,13
2015-11-17,4897319,16653,12
2015-11-16,4880666,19305,25
2015-11-15,4861361,24279,22
2015-11-14,4837082,23977,13
2015-11-13,4813105,7377,20
2015-11-12,4805728,7388,16
2015-11-11,4798340,8960,16
2015-11-10,4789380,7149,17
2015-11-09,4782231,10216,38
2015-11-08,4772015,21474,23
2015-11-07,4750541,7530,38
2015-11-06,4743011,6802,15
2015-11-05,4736209,8562,6
2015-11-04,4727647,6141,32
2015-11-03,4721506,6331,20
2015-11-02,4715175,6254,22
2015-11-01,4708921,4660,44
2015-10-31,4704261,6266,25
2015-10-30,4697995,6857,52
2015-10-29,4691138,12560,27
2015-10-28,4678578,6715,19
2015-10-27,4671863,7908,12
2015-10-26,4663955,5051,46
2015-10-25,4658904,5974,25
2015-10-24,4652930,6980,4
2015-10-23,4645950,8664,10
2015-10-22,4637286,8026,17
2015-10-21,4629260,6770,28
2015-10-20,4622490,9169,13
2015-10-19,4613321,5314,70
2015-10-18,4608007,8699,14
2015-10-17,4599308,8782,21
2015-10-16,4590526,11836,20
2015-10-15,4578690,24735,18
2015-10-14,4553955,151817,98
2015-10-13,4402138,6681,12
2015-10-12,4395457,5969,6
2015-10-11,4389488,5479,13
2015-10-10,4384009,5636,32
2015-10-09,4378373,6363,24
2015-10-08,4372010,6849,18
2015-10-07,4365161,6510,41
2015-10-06,4358651,8126,17
2015-10-05,4350525,4871,23
2015-10-04,4345654,4711,17
2015-10-03,4340943,5213,23
2015-10-02,4335730,6551,20
2015-10-01,4329179,7876,20
2015-09-30,4321303,8281,5
2015-09-29,4313022,8275,12
2015-09-28,4304747,6753,14
2015-09-27,4297994,7251,12
2015-09-26,4290743,7113,16
2015-09-25,4283630,11637,15
2015-09-24,4271993,14185,2
2015-09-23,4257808,11658,20
2015-09-22,4246150,13533,66
2015-09-21,4232617,10190,9
2015-09-20,4222427,16779,6
2015-09-19,4205648,11840,6
2015-09-18,4193808,18206,8
2015-09-17,4175602,24705,9
2015-09-16,4150897,9428,18
2015-09-15,4141469,9073,14
2015-09-14,4132396,7634,2
2015-09-13,4124762,6315,41
2015-09-12,4118447,12137,13
2015-09-11,4106310,9560,4
2015-09-10,4096750,10050,6
2015-09-09,4086700,7731,16
2015-09-08,4078969,7782,10
2015-09-07,4071187,9188,30
2015-09-06,4061999,10527,12
2015-09-05,4051472,9144,5
2015-09-04,4042328,16285,6
2015-09-03,4026043,13532,14
2015-09-02,4012511,17959,17
2015-09-01,3994552,17677,10
2015-08-31,3976875,14319,0
2015-08-30,3962556,11502,8
2015-08-29,3951054,13166,8
2015-08-28,3937888,15658,17
2015-08-27,3922230,23532,5
2015-08-26,3898698,35646,25
2015-08-25,3863052,14401,30
2015-08-24,3848651,15080,2
2015-08-23,3833571,14787,11
2015-08-22,3818784,16795,10
2015-08-21,3801989,12860,10
2015-08-20,3789129,13913,7
2015-08-19,3775216,15815,17
2015-08-18,3759401,11612,17
2015-08-17,3747789,12029,3
2015-08-16,3735760,11531,10
2015-08-15,3724229,12152,4
2015-08-14,3712077,12223,8
2015-08-13,3699854,15753,8
2015-08-12,3684101,23350,13
2015-08-11,3660751,24753,18
2015-08-10,3635998,24880,13
2015-08-09,3611118,42109,7
2015-08-08,3569009,68660,64
2015-08-07,3500349,47752,10
2015-08-06,3452597,11559,32
2015-08-05,3441038,12885,19
2015-08-04,3428153,8594,37
2015-08-03,3419559,8246,22
2015-08-02,3411313,5673,6
2015-08-01,3405640,6019,15
2015-07-31,3399621,9908,25
2015-07-30,3389713,13668,33
2015-07-29,3376045,13527,27
2015-07-28,3362518,8776,43
2015-07-27,3353742,6057,28
2015-07-26,3347685,6801,48
2015-07-25,3340884,10085,29
2015-07-24,3330799,13111,33
2015-07-23,3317688,12884,32
2015-07-22,3304804,12037,63
2015-07-21,3292767,9601,39
2015-07-20,3283166,13167,23
2015-07-19,3269999,18354,29
2015-07-18,3251645,14128,31
2015-07-17,3237517,11383,39
2015-07-16,3226134,12091,12
2015-07-15,3214043,21023,24
2015-07-14,3193020,29821,17
2015-07-13,3163199,13655,10
2015-07-12,3149544,6405,29
2015-07-11,3143139,6354,20
2015-07-10,3136785,8379,43
2015-07-09,3128406,6991,23
2015-07-08,3121415,7073,13
2015-07-07,3114342,7423,12
2015-07-06,3106919,7325,20
2015-07-05,3099594,4078,47
2015-07-04,3095516,5052,41
2015-07-03,3090464,6379,61
2015-07-02,3084085,9270,17
2015-07-01,3074815,6519,17
2015-06-30,3068296,6838,38
2015-06-29,3061458,2779,33
2015-06-28,3058679,4018,16
2015-06-27,3054661,5971,5
2015-06-26,3048690,7860,7
2015-06-25,3040830,3041,27
2015-06-24,3037789,7676,11
2015-06-23,3030113,2380,30
2015-06-22,3027733,2400,35
2015-06-21,3025333,4075,10
2015-06-20,3021258,4140,33
2015-06-19,3017118,6968,13
2015-06-18,3010150,17391,10
2015-06-17,2992759,33444,45
2015-06-16,2959315,2051,20
2015-06-15,2957264,1787,12
2015-06-14,2955477,1584,5
2015-06-13,2953893,1563,45
2015-06-12,2952330,1903,29
2015-06-11,2950427,1835,16
2015-06-10,2948592,1898,12
2015-06-09,2946694,1833,11
2015-06-08,2944861,1617,9
2015-06-07,2943244,1577,21
2015-06-06,2941667,1795,33
2015-06-05,2939872,1931,24
2015-06-04,2937941,2021,19
2015-06-03,2935920,2012,19
2015-06-02,2933908,2060,29
2015-06-01,2931848,1635,25
2015-05-31,2930213,1857,9
2015-05-30,2928356,1919,16
2015-05-29,2926437,2067,22
2015-05-28,2924370,2052,47
2015-05-27,2922318,1569,49
2015-05-26,2920749,1812,25
2015-05-25,2918937,1861,0
2015-05-24,2917076,1211,21
2015-05-23,2915865,1582,23
2015-05-22,2914283,1329,59
2015-05-21,2912954,1633,46
2015-05-20,2911321,1909,31
2015-05-19,2909412,1700,38
2015-05-18,2907712,1791,14
2015-05-17,2905921,1657,20
2015-05-16,2904264,2117,9
2015-05-15,2902147,1997,21
2015-05-14,2900150,2469,18
2015-05-13,2897681,3565,37
2015-05-12,2894116,4188,23
2015-05-11,2889928,1719,15
2015-05-10,2888209,1763,12
2015-05-09,2886446,1627,20
2015-05-08,2884819,1329,18
2015-05-07,2883490,1438,15
2015-05-06,2882052,1202,51
2015-05-05,2880850,1165,41
2015-05-04,2879685,1352,12
2015-05-03,2878333,1435,26
2015-05-02,2876898,1112,48
2015-05-01,2875786,1350,21
2015-04-30,2874436,1977,21
2015-04-29,2872459,6963,12
2015-04-28,2865496,1068,35
2015-04-27,2864428,1716,0
2015-04-26,2862712,1561,18
2015-04-25,2861151,1340,14
2015-04-24,2859811,1417,52
2015-04-23,2858394,1756,38
2015-04-22,2856638,3160,36
2015-04-21,2853478,1444,52
2015-04-20,2852034,1243,22
2015-04-19,2850791,1330,44
2015-04-18,2849461,1521,27
2015-04-17,2847940,1108,35
2015-04-16,2846832,950,65
2015-04-15,2845882,1283,10
2015-04-14,2844599,935,27
2015-04-13,2843664,238,83
2015-04-12,2843426,692,38
2015-04-11,2842734,678,48
2015-04-10,2842056,863,15
2015-04-09,2841193,941,19
2015-04-08,2840252,1196,4
2015-04-07,2839056,558,51
2015-04-06,2838498,984,7
2015-04-05,2837514,937,4
2015-04-04,2836577,972,6
2015-04-03,2835605,1206,13
2015-04-02,2834399,514,55
2015-04-01,2833885,769,55
2015-03-31,2833116,796,26
2015-03-30,2832320,1060,1
2015-03-29,2831260,1066,0
2015-03-28,2830194,523,4
2015-03-27,2829671,1675,39
2015-03-26,2827996,1004,29
2015-03-25,2826992,394,43
2015-03-24,2826598,576,65
2015-03-23,2826022,843,6
2015-03-22,2825179,892,0
2015-03-21,2824287,741,19
2015-03-20,2823546,867,20
2015-03-19,2822679,1141,20
2015-03-18,2821538,702,23
2015-03-17,2820836,613,27
2015-03-16,2820223,719,4
2015-03-15,2819504,-135,0
2015-03-14,2819639,790,24
2015-03-13,2818849,672,18
2015-03-12,2818177,358,47
2015-03-11,2817819,868,22
2015-03-10,2816951,533,29
2015-03-09,2816418,910,3
2015-03-08,2815508,949,0
2015-03-07,2814559,762,25
2015-03-06,2813797,814,45
2015-03-05,2812983,709,29
2015-03-04,2812274,805,15
2015-03-03,2811469,688,18
2015-03-02,2810781,707,17
2015-03-01,2810074,723,8
2015-02-28,2809351,1022,24
2015-02-27,2808329,1119,11
2015-02-26,2807210,2141,18
2015-02-25,2805069,2860,22
2015-02-24,2802209,1123,33
2015-02-23,2801086,1151,5
2015-02-22,2799935,662,11
2015-02-21,2799273,743,16
2015-02-20,2798530,770,29
2015-02-19,2797760,655,21
2015-02-18,2797105,846,24
2015-02-17,2796259,1585,17
2015-02-16,2794674,747,11
2015-02-15,2793927,440,25
2015-02-14,2793487,452,28
2015-02-13,2793035,478,27
2015-02-12,2792557,781,15
2015-02-11,2791776,359,46
2015-02-10,2791417,-265,113
2015-02-09,2791682,764,5
2015-02-08,2790918,838,6
2015-02-07,2790080,865,20
2015-02-06,2789215,784,19
2015-02-05,2788431,959,26
2015-02-04,2787472,1183,37
2015-02-03,2786289,1645,77
2015-02-02,2784644,1199,10
2015-02-01,2783445,749,14
2015-01-31,2782696,722,37
2015-01-30,2781974,596,21
2015-01-29,2781378,864,51
2015-01-28,2780514,1252,28
2015-01-27,2779262,1803,107
2015-01-26,2777459,3424,17
2015-01-25,2774035,998,52
2015-01-24,2773037,1320,15
2015-01-23,2771717,1601,29
2015-01-22,2770116,977,15
2015-01-21,2769139,908,31
2015-01-20,2768231,675,79
2015-01-19,2767556,995,16
2015-01-18,2766561,1233,32
2015-01-17,2765328,677,6
2015-01-16,2764651,567,25
2015-01-15,2764084,787,22
2015-01-14,2763297,801,22
2015-01-13,2762496,616,71
2015-01-12,2761880,1016,11
2015-01-11,2760864,864,13
2015-01-10,2760000,628,20
2015-01-09,2759372,561,108
2015-01-08,2758811,1531,20
2015-01-07,2757280,869,39
2015-01-06,2756411,-844,130
2015-01-05,2757255,-1936,159
2015-01-04,2759191,-650,44
2015-01-03,2759841,-259,46
2015-01-02,2760100,435,19
2015-01-01,2759665,601,21
2014-12-31,2759064,617,22
2014-12-30,2758447,334,40
2014-12-29,2758113,299,22
2014-12-28,2757814,506,10
2014-12-27,2757308,-460,37
2014-12-26,2757768,539,0
2014-12-25,2757229,135,38
2014-12-24,2757094,410,28
2014-12-23,2756684,474,27
2014-12-22,2756210,506,6
2014-12-21,2755704,380,20
2014-12-20,2755324,581,35
2014-12-19,2754743,495,24
2014-12-18,2754248,678,13
2014-12-17,2753570,570,16
2014-12-16,2753000,-122,52
2014-12-15,2753122,487,7
2014-12-14,2752635,294,18
2014-12-13,2752341,325,11
2014-12-12,2752016,595,24
2014-12-11,2751421,-212,43
2014-12-10,2751633,244,53
2014-12-09,2751389,245,40
2014-12-08,2751144,323,24
2014-12-07,2750821,470,0
2014-12-06,2750351,542,12
2014-12-05,2749809,404,29
2014-12-04,2749405,381,13
2014-12-03,2749024,-201,69
2014-12-02,2749225,257,53
2014-12-01,2748968,576,2
2014-11-30,2748392,380,13
2014-11-29,2748012,58,24
2014-11-28,2747954,613,3
2014-11-27,2747341,344,22
2014-11-26,2746997,1850,25
2014-11-25,2745147,1008,39
2014-11-24,2744139,24,33
2014-11-23,2744115,347,11
2014-11-22,2743768,723,31
2014-11-21,2743045,644,13
2014-11-20,2742401,719,21
2014-11-19,2741682,722,25
2014-11-18,2740960,448,12
2014-11-17,2740512,538,9
2014-11-16,2739974,608,1
2014-11-15,2739366,373,14
2014-11-14,2738993,592,15
2014-11-13,2738401,720,10
2014-11-12,2737681,584,21
2014-11-11,2737097,521,17
2014-11-10,2736576,132,39
2014-11-09,2736444,411,14
2014-11-08,2736033,528,22
2014-11-07,2735505,539,56
2014-11-06,2734966,689,27
2014-11-05,2734277,624,47
2014-11-04,2733653,459,21
2014-11-03,2733194,408,27
2014-11-02,2732786,220,37
2014-11-01,2732566,544,30
2014-10-31,2732022,522,20
2014-10-30,2731500,526,26
2014-10-29,2730974,380,37
2014-10-28,2730594,584,17
2014-10-27,2730010,551,25
2014-10-26,2729459,902,6
2014-10-25,2728557,1554,16
2014-10-24,2727003,2277,19
2014-10-23,2724726,611,30
2014-10-22,2724115,1285,18
2014-10-21,2722830,1319,31
2014-10-20,2721511,747,12
2014-10-19,2720764,989,19
2014-10-18,2719775,1849,21
2014-10-17,2717926,2264,26
2014-10-16,2715662,1007,35
2014-10-15,2714655,612,12
2014-10-14,2714043,1205,27
2014-10-13,2712838,834,17
2014-10-12,2712004,696,8
2014-10-11,2711308,62,51
2014-10-10,2711246,1307,23
2014-10-09,2709939,733,35
2014-10-08,2709206,641,24
2014-10-07,2708565,448,30
2014-10-06,2708117,949,10
2014-10-05,2707168,1233,10
2014-10-04,2705935,814,5
2014-10-03,2705121,833,26
2014-10-02,2704288,961,16
2014-10-01,2703327,1039,38
2014-09-30,2702288,2039,29
2014-09-29,2700249,1985,14
2014-09-28,2698264,1092,5
2014-09-27,2697172,678,15
2014-09-26,2696494,590,12
2014-09-25,2695904,493,17
2014-09-24,2695411,312,26
2014-09-23,2695099,642,16
2014-09-22,2694457,616,15
2014-09-21,2693841,793,-12
2014-09-20,2693048,1238,21
2014-09-19,2691810,665,11
2014-09-18,2691145,200,23
2014-09-17,2690945,739,64
2014-09-16,2690206,1407,13
2014-09-15,2688799,1095,8
2014-09-14,2687704,1168,23
2014-09-13,2686536,2959,9
2014-09-12,2683577,3313,7
2014-09-11,2680264,2964,29
2014-09-10,2677300,635,29
2014-09-09,2676665,583,11
2014-09-08,2676082,780,16
2014-09-07,2675302,567,9
2014-09-06,2674735,551,43
2014-09-05,2674184,1522,13
2014-09-04,2672662,847,25
2014-09-03,2671815,668,30
2014-09-02,2671147,675,0
2014-09-01,2670472,409,31
2014-08-31,2670063,797,2
2014-08-30,2669266,707,14
2014-08-29,2668559,809,5
2014-08-28,2667750,783,32
2014-08-27,2666967,868,11
2014-08-26,2666099,570,20
2014-08-25,2665529,533,8
2014-08-24,2664996,383,8
2014-08-23,2664613,481,22
2014-08-22,2664132,479,24
2014-08-21,2663653,735,6
2014-08-20,2662918,560,21
2014-08-19,2662358,670,10
2014-08-18,2661688,649,1
2014-08-17,2661039,771,1
2014-08-16,2660268,727,2
2014-08-15,2659541,1020,2
2014-08-13,2658521,672,13
2014-08-12,2657849,715,31
2014-08-11,2657134,405,32
2014-08-10,2656729,763,0
2014-08-09,2655966,526,6
2014-08-08,2655440,493,25
2014-08-07,2654947,744,15
2014-08-06,2654203,1182,8
2014-08-05,2653021,1584,27
2014-08-04,2651437,2050,17
2014-08-03,2649387,1422,8
2014-08-02,2647965,1232,8
2014-08-01,2646733,995,15
2014-07-31,2645738,276,40
2014-07-30,2645462,551,19
2014-07-29,2644911,282,45
2014-07-28,2644629,477,21
2014-07-27,2644152,698,0
2014-07-26,2643454,499,4
2014-07-25,2642955,687,10
2014-07-24,2642268,457,27
2014-07-23,2641811,792,21
2014-07-22,2641019,833,13
2014-07-21,2640186,893,26
2014-07-20,2639293,792,3
2014-07-19,2638501,625,4
2014-07-18,2637876,776,12
2014-07-17,2637100,728,39
2014-07-16,2636372,758,14
2014-07-15,2635614,770,24
2014-07-14,2634844,555,18
2014-07-13,2634289,625,11
2014-07-12,2633664,950,3
2014-07-11,2632714,773,28
2014-07-10,2631941,163,45
2014-07-09,2631778,664,32
2014-07-08,2631114,645,25
2014-07-07,2630469,532,19
2014-07-06,2629937,748,2
2014-07-05,2629189,640,10
2014-07-04,2628549,973,5
2014-07-03,2627576,632,12
2014-07-02,2626944,662,18
2014-07-01,2626282,609,29
2014-06-30,2625673,611,15
2014-06-29,2625062,276,22
2014-06-28,2624786,703,0
2014-06-27,2624083,660,15
2014-06-26,2623423,311,32
2014-06-25,2623112,565,19
2014-06-24,2622547,743,26
2014-06-23,2621804,257,30
2014-06-22,2621547,112,22
2014-06-21,2621435,2104,135
2014-06-17,2619331,-372,91
2014-06-16,2619703,512,55
2014-06-15,2619191,-96,52
2014-06-14,2619287,525,9
2014-06-13,2618762,683,48
2014-06-12,2618079,0,0
