favorite_count,Followers,Follower_Change,Num_Tweets,Year,Month,Week,Day,Hour,Holiday,Word_Count,Any_urls,Character_Count,avg_word_len,Num_Stopwords,Any_Hashtags,Num_Hashtags,Any_Mentions,Num_Mentions,Num_Upper,Upper,Num_Exclaim,Any_Clinton,Any_Obama,Any_MAGA,Any_ad,FakeNews,Any_Immigration,JoinMe,Conference,Rally,Welcomes,Violence,tf,idf,tfidf,Sentiment,Subjectivity
82609,54525382.0,19911.0,14,2018,9,38,19,23,0,33,0,206,5.2727272727272725,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007843137254901959,5.7208336651214315,0.04486928364801122,0.41111111111111115,0.6333333333333333
48799,54525382.0,19911.0,14,2018,9,38,19,17,0,15,1,109,6.785714285714286,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012658227848101266,6.3619234551017945,0.08053067664685816,0.0,0.0
100372,54525382.0,19911.0,14,2018,9,38,19,11,0,12,0,80,5.75,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018867924528301886,5.8867300551714195,0.11107037839946074,-0.05,0.4
65748,54525382.0,19911.0,14,2018,9,38,19,11,0,33,0,207,5.303030303030303,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00782472613458529,6.252669945871975,0.048925429936400436,-0.3333333333333333,0.5
78493,54525382.0,19911.0,14,2018,9,38,19,11,0,50,0,281,4.64,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0064460678985818615,5.466075688210253,0.03523469502499087,-0.4,0.6
77048,54525382.0,19911.0,14,2018,9,38,19,4,0,23,0,130,4.695652173913044,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.011494252873563216,5.903112315417933,0.06785186569445899,0.3,0.8
102073,54525382.0,19911.0,14,2018,9,38,19,4,0,45,0,278,5.2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006078224101479914,6.640154601870756,0.04036034773864359,-0.05555555555555555,0.4444444444444444
118509,54525382.0,19911.0,14,2018,9,38,19,3,0,26,0,155,5.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01020408163265306,5.394610923587709,0.0550470502406909,0.16666666666666666,0.3333333333333333
69480,54505471.0,14206.0,30,2018,9,38,18,23,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
47057,54505471.0,14206.0,30,2018,9,38,18,21,0,17,1,95,4.9375,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.02702702702702703,5.132398106838406,0.13871346234698395,0.8,0.9
73217,54505471.0,14206.0,30,2018,9,38,18,18,0,35,1,222,5.529411764705882,13,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007922535211267607,5.817886571947775,0.04609241122141724,0.2333333333333333,0.3277777777777778
62420,54505471.0,14206.0,30,2018,9,38,18,15,0,21,1,102,4.315789473684211,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02173913043478261,5.855707633525421,0.12729799203316136,0.3333333333333333,1.0
51785,54505471.0,14206.0,30,2018,9,38,18,15,0,36,0,190,4.305555555555555,21,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0108695652173913,5.344834226368321,0.05809602419965564,0.12,0.5566666666666666
71470,54505471.0,14206.0,30,2018,9,38,18,15,0,37,0,203,4.513513513513513,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008849557522123894,6.002614703026184,0.05312048409757685,0.12857142857142856,0.3535714285714286
75599,54505471.0,14206.0,30,2018,9,38,18,13,0,11,1,58,4.8,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02702702702702703,5.306946358759519,0.1434309826691762,0.8,1.0
67518,54505471.0,14206.0,30,2018,9,38,18,12,0,47,0,270,4.76595744680851,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.008009153318077805,5.574416371478835,0.04464635537797695,0.2,0.4
86435,54505471.0,14206.0,30,2018,9,38,18,12,0,45,0,278,5.2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008585858585858582,6.339883290350343,0.054433341381795855,0.0,0.5
59393,54505471.0,14206.0,30,2018,9,38,18,12,0,24,0,153,5.6521739130434785,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.010526315789473687,6.068163346361708,0.06387540364591274,-0.04999999999999993,0.7833333333333333
